LSR_GOODS_CD,LSR_GOODS_NM,GOODS_GUID_CN
20281,[경기 안산]별빛마을 빛축제 + 거울미로,"하늘에서 별을 따다, 두 손에 담아드려요 *별이 빛나는 밤*  별빛마을에는 화이트 로드, 큐피트 로드, 프로포즈 로드, 포토존, 웨딩존, 빛의 숲 등 다양한 빛의 테마로 가득합니다. 카메라만 들면 인생 샷이 나오는 삼각대 필수 나들이 코스! 가족, 연인, 친구들과 함께 아름다운 포토존에서 즐거운 시간 보내세요.  앨리스를 찾아 떠나는 신비한 모험! 거울 미로 탐험은 입구에서 마법의 장갑을 받고 국내유일의 미션결합게임과 앨리스를 찾아떠나는 거울 미로를 체험하실 수 있습니다.  걷기만 해도 설레는 로맨틱 타운 안산 별빛마을 빛축제와 거울미로 속에서 즐거운 시간 보내세요~"
20374,[경북 경주]스쿠터 대여 스쿠터팡,"스쿠터 팡과 함께라면 경주 투어가 쉬워 집니다.   스쿠터로 떠나는 경주 구석구석 자세하게 매력탐방 자동차로가기엔 너무가깝고 걸어가기에는 멀때 스쿠터팡을 이용해 보세요. 관광지가 옹기종기 모여있는 경주에서  시간적, 경제적으로 여유있는 알뜰한 교통수단으로  경주를 즐기기에 가장 적합니다. 지금 바로 스쿠터만의 매력을 느껴 보세요."
20474,아쿠아플라넷 + 성산포유람선,"특별한 당신을 위해, 제주 바다를 담았어요  제주 아쿠아플라넷+성산포 유람선 국내 최대 아쿠아리움  아쿠아플라넷 제주는 해양생물 보존의 가치를 공유하며 인간과 자연이 공생하며 느낄 수 있는 최고의 즐거움을 제공합니다  월드클래스 초대형 수조 감상하기! 제주 아쿠아리움의 가장 큰 매력으로 꼽히는 '메인 수조'에서 5,000마리의 해양생물을 만나보세요!  해저탐험을 컨셉으로 한 학습형 체험전시관 마린 사이언스 과학관에서 최첨단 CG를 활용한 간접적인 체험과 관람을 통해 다양한 정보와 지식을 얻어가세요~  손에 잡힐 듯 펼쳐지는 신비로운 바닷속 세계 제주 바닷속을 생생하게! 흥미 있고 생동감넘치는 3D 영상관을 즐겨보아요!  이 밖에도 다양한 아쿠아플라넷의 편의시설들을 만나보실 수 있습니다"
20476,아쿠아플라넷 + 얼라이브카트,"제주를 야무지게 관광하는 재주! 제주 아쿠아플라넷+얼라이브카트  아쿠아플라넷 제주는 해양생물 보존의 가치를 공유하며 인간과 자연이 공생하며 느낄 수 있는 최고의 즐거움을 제공합니다  월드클래스 초대형 수조에서 5,000여 마리 해양생물을 만나보세요 해저 탐험을 컨셉으로 한 학습형 체험 전시관에서 다양한 정보와 지식을 얻어가요 손에 잡힐 듯 펼쳐지는 신비로운 바닷속 세계를 3D 영상관에서 생생하게 느껴보세요 이 밖에도 아쿠아플라넷의 다양한 편의시설들을 만나보실 수 있어요"
20538,[경북 경주] 한복대여 한복동이,"첨성대, 안압지를 한복 입고 거니는 이 느낌! 경주 한복대여 한복동이  경주 한복대여 한복동이는    3월 말 신규 오픈해서 한복 및 장신구들이 깨끗한 신상품이에요!  대릉원, 첨성대, 안압지, 교촌 한옥마을 등 경주 주요 관광지와 인접해있어서 한복을 입고 이동하기도 편하답니다!  셀프코너를 무료로 이용 가능해요. 드라이기, 고데기, 실핀, 고무줄 등이 구비되어있으니 몸만 오세요!  대릉원 바로 옆에 위치하고 있으며 한옥펜션 '셔블'안에서 운영하고 있습니다 '동이'는 아이란 뜻으로, 한복 동이는 '한복을 입은 아이'라는 의미를 지닌 이름입니다 '일상복을 벗어 던지고 한복을 입고 아이처럼 즐겨보자!'라는 생각으로 지은 이름 '한복동이' 방문하는 모든 여행객분이 여행 내내 아이처럼 해맑고 순수한 행복이 가득하시길 바랍니다"
20553,[서울 종로] 창덕궁&창경궁 한복대여 한복남,"※ 코로나로 인해 휴관될 수 있으니 매장에 문의 전화부탁드립니다.※    99% 인생샷을 보장하는 한복 입고 궁나들이  '한복남'은 한복 입혀주는 남자입니다 단순 한복체험이 아닌 대여, 단체 및 현장체험학습, 출장서비스, MICE, 기업콜라보 촬영, 축제, 파티, 이벤트, 전시 등의 특별한 체험까지 제공합니다  창덕궁까지 도보로 1분 거리에 위치, 인사동, 삼청동, 북촌한옥마을, 종묘 등의 서울 역사문화 관광명소와 인접하게 위치해있어 편리하답니다  게스트 하우스 이용 시 숙박할인도 받으실 수 있어요!  전통한복과 테마한복, 다양한 악세서리들이 준비되어 있으니 지금 한복남에서 만나보세요~"
20575,아쿠아플라넷 + 허브동산 야간권,"국내 최대 아쿠아리움, 한화 아쿠아플라넷 제주+빛축제 허브동산  아쿠아플라넷의 메인수조에서 신기한 해양생물을 만나보세요! 마린사이언스 과학장에서 다양한 지식과 정보를 얻어보세요! 3D 영상관에서 바닷속을 생생하게 느껴보세요!  제주에서는 밤에도 알차게! 22시까지 즐기는 빛축제 허브동산  아름다운 향기로 만드는 행복한 추억! 여행의 피로를 풀어주는 제주허브동산도 들려보세요 편안하고 향긋한 허브향기가 여행에서 쌓인 피로를 풀어줍니다 빛으로 아름다운 허브동산에서 아름답고 행복한 추억도 만들어보세요"
20576,아쿠아플라넷 + 러브랜드,아이와도 남편과도 애정지수 급상승 아쿠아플라넷 + 러브랜드  국내 최대규모의 아쿠아리움 한화 아쿠아플라넷 제주  한화 아쿠아플라넷 제주의 메인수조에서 신기한 해양생물들을 만나보세요 마린사이언스과학장에서 다양한 해양지식과 정보도 얻을 수 있답니다! 3D 영상관에서 바닷속을 생생하게 체험도 하실 수 있어요!  한화 아쿠아플라넷 제주에서 제주 앞바다에 들어온 듯한 생생한 바닷속을 느껴보세요  사랑하는 사람과의 여행에서 빼놓을 수 없는 여행지. 제주 러브랜드 오셔서 즐거운 관람 하시고 행복한 추억 만드세요~
20578,아쿠아플라넷 + 박물관은 살아있다,"국내 최대 아쿠아리움, 한화 아쿠아플라넷 제주  아쿠아플라넷의 메인수조에서 신기한 해양생물들을 만나보세요! 마린사이언스과학장에서 다양한 해양지식과 정보들을 얻을 수도 있답니다 3D 영상관에서 바닷속을 생생하게 체험해보세요~  그림 같은 바닷속 풍경을 다 둘러보셨다면?!  진짜 같은 착시그림을 만날 수 있는 곳! ""박물관이 살아있다"" 명화그림들을 관람도 하고, 사진도 남기고! 제주의 잊지 못할 최고의 추억을 만들어드립니다"
20586,[서울 잠실] 석촌호수 전동휠렌탈샵 제이휠,"잠실 석촌호수 나들이 시.선.집.중. 잠실 석촌호수 제이휠  POINT 01. 신세대 이동수단 전동킥보드를 즐겨볼 수 있는 기회 02. 쉬운 조작법으로 남녀노소 누구나 쉽게 드라이빙 03. 탈수록 재미있는 아이봇의 매력,석촌호수 따라 상쾌한 라이딩   나도 모르게 눈길이 가는 스마트 모빌리티를 저렴한 가격으로 즐겨볼 수 있는 기회  잠실 석촌호수에서 신나게 주행해보아요!"
20596,[제주]아쿠아플라넷 + 레일바이크,완벽한 수학여행을 위한 종합 패키지  제주 아쿠아플라넷+레일바이크  제주 아쿠아리움의 가장 큰 매력으로 초대형 수조에서 5000여 마리 해양생물을 바로 눈앞에서 볼 수 있습니다. 손에 잡힐듯 펼쳐지는 신비로운 바닷속 세계.  생동감 넘치는 바이크타고 제주 자연을 여유롭게 감상 할 수 있습니다. 지금 바로 제주에서 아름다운 추억을 만들어 보세요.
20627,[전북 전주] 한옥마을패스권 + 말순이 한복대여,"전북 투어패스한옥마을권하나로 완전 정복하기  모바일로 전주 한옥마을 주요 유료관광지를 무료로 이용하고  맛집, 숙박, 공연등의 특별할인을 받을 수 있는 자유 이용권 형 관광패스 입니다.  단아하고 순수한 전통한복부터 색감과 무늬가 화려한 테마한복까지 취향과 계절에 따라 한복을 스타일링 할 수 있습니다. 전주에서 잊지 못 할 추억 만드세요."
20628,[전북] 한옥마을패스권 + 한복길 한복대여,"전북 투어패스한옥마을권하나로 완전 정복하기  모바일로 전주 한옥마을 주요 유료관광지를 무료로 이용하고  맛집, 숙박, 공연등의 특별할인을 받을 수 있는 자유 이용권 형 관광패스 입니다.  단아하고 순수한 전통한복부터 색감과 무늬가 화려한 테마한복까지 취향과 계절에 따라 한복을 스타일링 할 수 있습니다. 인생사진도 남기고 전주에서 잊지 못 할 추억 만드세요."
20697,[경기 가평] 인터렉티브 아트 뮤지엄,"관객이 작품을 완성해 나가는 신개념 미술 콘텐츠  그저 멀리서 바라보는 전시가 아닌 보고 느끼고 몸으로 체험하는 관객 참여형 전시  다양한 기술과 결합되어, 시각적 착시효과와 멀티미디어를 활용한 생동감 있는 전시  관객이 작품의 일부가 되어 다양한 내용을 출력하는 과정에서 피어나는 상상력과 창의력"
21018,[부산 남포] 심신프리 힐링카페,"공기 좋은 카페에서 토닥토닥 안마받고 가세요 신개념 힐링 심신프리카페  피로에 찌든 심신에 활력충전!  고급 모델 휴테크 카이 안마기로  헤드 테크닉 관리와 다양한 에어셀, 탁월한 발 관리까지 제공  설악산 공기를 재현한 21.6% 산소 농도! 텁텁한 미세먼지는 안녕~ 맑고  깨끗한 숲 속 공기체험  여심저격! 아기자기한 공간에서 즐기는 시원한 음료 한잔  신진대사를 증진시키며 면역력을 높여주는 허브테라피로 스트레스를 풀어보세요~"
21019,[인천 중구] 영종도 레일바이크,"월미도~인천대교 서해안 완전 정복! 영종도 레일바이크  해안을 따라 왕복 5.6KM의 선로를 달리는 레일바이크 월미도에서부터 인천대교까지의 풍경을 한눈에 담아 보세요  을왕리 해수욕장은 물론 BMW드라이빙센터, 하늘정원까지 모두 인접한 곳에 위치해 여행일정 짜기에도 좋아요  체험장 바로 옆에 위치한 캠핑장과 카라반은 서해 낙조의 바다 조망 및 숲속  산책길과 연결 되어있어  숙박하는 분들에게 추억을 선물 해줘요  가족, 연인과 함께 페달을 밟으며 추억을 쌓는  영종씨사이드 레일바이크 주변 경관을 미리 확인해보세요"
21968,[전북 전주]한옥마을 한복대여 전주한복,
22000,[부산 동구] BUTI 시티 투어 버스,티켓 한 장으로 떠나는 똑똑한 부산여행!  부산여행이 쉬워지는 부산 시티투어로 부산의 명소들을 편리하게 연결하는 관광 대중교통 입니다.  다양한 코스도 준비되어 있고 부산의 핵심관광지를 편안하게 볼 수 있습니다.
23035,[전북 군산] 패러글라이딩 스쿨,서해와 금강을 한 눈에 2인승 체험비행!  군산 패러글라이딩 스쿨  금강과 서해바다를 배경으로 발끝에 펼쳐지는 비행체험 마음 깊숙이 숨겨두었던 버킷리스트를 이제 군산 패러글라이딩 스쿨에서 실현해보세요.  국가 전문 자격을 갖춘 교관과 함께 동승해요. 항공청 등록업체로 안전하게 체험을 즐길 수 있답니다.
23038,[전북 전주] 전주한옥마을 한복대여 한복남,"북적임이 없는 넓은 실내공간 편하게입고 대여하세요 전주 한옥마을 한복남 한복대여.  한옥마을 중심에 위치해 있답니다! 경기전, 오목대, 전동성당 등 모두 도보로 이동 가능하여  콘셉있는 전주 한옥마을 여행이 가능해요.  청결하게 관리된 500여 가지의 다양한 스타일의 한복. 취향에 따라 선택하여 나만의 스타일을 완성해보세요.  오직 한복남만의 차별화된 다양한 고급헤어스타일링이  기본으로 제공되는 무료서비스에요."
23120,[전북 군산] 군산투어패스 : 군산 5대 관광지 자유이용권,"군산에 가면 꼭 들러야 할 5대 명소 자유입장 : 군산 투어패스 당일치기로 다녀오면 좋은 전라북도 군산! 근대 역사박물관, 근대미술관, 근대건축관,진포해양테마공원, 금강철새조망대 등 군산의 5대명소가 모두 자유입장입니다. 군산투어패스로 저렴하고 즐거운 여행하세요~"
23121,[전북 군산] 군산투어패스 + 테디베어 뮤지엄,"군산에서 먹고, 테디베어박물관에서 찍고 알짜배기 군산여행, 군산투어패스+테디베어뮤지엄  치킨보다 저렴한 가격으로 테디베어 뮤지엄을 포함한 군산의 인기 관광지 6곳을 모두 둘러볼 수 있는 군산투어패스 패키지입니다.  테디베어 뮤지엄은, 국내에서 손꼽히는 최대규모의 테디베어 테마파크로 시대, 역사, 나라, 세기의 사랑 등 테마별로 테디베어들을  만나볼 수 있습니다."
23130,[부산 서면] 깜부 키즈카페,"부산 서면 깜부 키즈카페.  서면 센트럴스퀘어 안에 자리한 미스터리 아일랜드 깜부는 아이들의 상상력을 마음껏 펼칠 수 있도록 도와주는 복합놀이 공간입니다.  대규모 공간인 센트럴스퀘어 안에는 다양한 쇼핑몰과 음식점들로 가득하여, 부모와 아이에게 휴식과 활력소가 되어 줍니다.  정기시설 검사를 통한 안전성도 검증되었으니 깜부키즈카페에서 안심하고 즐거운 시간 보내세요!"
23186,[강원 영월] 영월 패러글라이딩,"국내 최고높이 이륙장에서 날아보는 패러글라이딩 <강원 영월 패러글라이딩>  나는 놈 위에 나는 놈 영월 패러글라이딩  800m 국내 최고 높이 이륙 윗공기의 청량함~  높이 2배! 체험시간도 2배! 스릴도 2배! 안전한 스릴을 느끼고 싶다면 강력추천! 각종 TV에(드라마, 예능 등) 다수 방영 장비 착용과 활공준비 등 꼼꼼하고 안전하게 착용하고 준비 영월 패러글라이딩은 국가대표와 함께 진행되어 더욱 믿을 수 있어요."
